396000,4,1,1920,44.64,House for sale,106 Elk St Syracuse NY 13205,https://www.zillow.com/homedetails/106-Elk-St-Syracuse-NY-13205/31677091_zpid/
16467000,5,3,2144,49.848,Multi-family home for sale,531 E 26th St Brooklyn NY 11210,https://www.zillow.com/homedetails/531-E-26th-St-Brooklyn-NY-11210/30669561_zpid/
6105000,3,3,1458,33.8985,House for sale,76 W Centennial Ave Roosevelt NY 11575,https://www.zillow.com/homedetails/76-W-Centennial-Ave-Roosevelt-NY-11575/31379227_zpid/
9537000,4,3,2664,61.938,House for sale,3185 Woodlawn Ave Blasdell NY 14219,https://www.zillow.com/homedetails/3185-Woodlawn-Ave-Blasdell-NY-14219/61831424_zpid/
11517000,3,3,1152,26.784,House for sale,190-35 118th Rd Saint Albans NY 11412,https://www.zillow.com/homedetails/190-35-118th-Rd-Saint-Albans-NY-11412/2065614488_zpid/
8906700,4,2,1820,42.315,House for sale,404 Walton Dr Cheektowaga NY 14225,https://www.zillow.com/homedetails/404-Walton-Dr-Cheektowaga-NY-14225/30281435_zpid/
12045000,3,2,1350,31.3875,House for sale,409 Fenimore Ave Uniondale NY 11553,https://www.zillow.com/homedetails/409-Fenimore-Ave-Uniondale-NY-11553/31201563_zpid/
8250000,3,2,1456,33.852,House for sale,8 Clements Dr Troy NY 12180,https://www.zillow.com/homedetails/8-Clements-Dr-Troy-NY-12180/32245635_zpid/
9075000,2,2,1364,31.713,House for sale,69 Cauterskill Ave Catskill NY 12414,https://www.zillow.com/homedetails/69-Cauterskill-Ave-Catskill-NY-12414/30494604_zpid/
5276700,3,2,1306,30.3645,House for sale,6140 Davis Rd Mayville NY 14757,https://www.zillow.com/homedetails/6140-Davis-Rd-Mayville-NY-14757/29903346_zpid/
6600000,3,1,1700,39.525,House for sale,57 E 5th St Mount Vernon NY 10550,https://www.zillow.com/homedetails/57-E-5th-St-Mount-Vernon-NY-10550/32954505_zpid/
5936700,3,3,1917,44.57025,House for sale,178 Two Rod Rd Alden NY 14004,https://www.zillow.com/homedetails/178-Two-Rod-Rd-Alden-NY-14004/30233306_zpid/
9566700,5,3,2362,54.9165,House for sale,100 Ayer Rd Buffalo NY 14221,https://www.zillow.com/homedetails/100-Ayer-Rd-Buffalo-NY-14221/30261875_zpid/
8246700,3,2,1738,40.4085,House for sale,274 Whitehall Rd Albany NY 12209,https://www.zillow.com/homedetails/274-Whitehall-Rd-Albany-NY-12209/29653414_zpid/
25736700,4,5,3672,85.374,House for sale,69 Aspenwood Dr East Amherst NY 14051,https://www.zillow.com/homedetails/69-Aspenwood-Dr-East-Amherst-NY-14051/80269105_zpid/
9735000,5,3,3592,83.514,House for sale,941 County Highway 40 Worcester NY 12197,https://www.zillow.com/homedetails/941-County-Highway-40-Worcester-NY-12197/2065559782_zpid/
9896700,3,2,1800,41.85,House for sale,1430 Edgemere Dr Rochester NY 14612,https://www.zillow.com/homedetails/1430-Edgemere-Dr-Rochester-NY-14612/30929305_zpid/
10886700,3,2,1512,35.154,House for sale,330 Prince Ln Kingston NY 12401,https://www.zillow.com/homedetails/330-Prince-Ln-Kingston-NY-12401/32877959_zpid/
4616700,3,1,1625,37.78125,House for sale,50 Parkwood Rd Rochester NY 14615,https://www.zillow.com/homedetails/50-Parkwood-Rd-Rochester-NY-14615/30847674_zpid/
16166700,3,4,2167,50.38275,House for sale,7286 Hawthorne Ct North Tonawanda NY 14120,https://www.zillow.com/homedetails/7286-Hawthorne-Ct-North-Tonawanda-NY-14120/98161184_zpid/
4451700,2,1,1144,26.598,House for sale,1968 Como Park Blvd Lancaster NY 14086,https://www.zillow.com/homedetails/1968-Como-Park-Blvd-Lancaster-NY-14086/133111944_zpid/
